Segment,Field,Field_Name,Component,Component_Name,Subcomponent,Subcomponent_Name
OBX,5,Observation Value,3,Name of Coding System,,
OBX,5,Observation Value,4,Alternate Identifier,,
OBX,5,Observation Value,5,Alternate Text,,
OBX,5,Observation Value,6,Name of Alternate Coding System,,
OBX,6,Units,1,Identifier,,
OBX,6,Units,2,Text,,
OBX,6,Units,3,Name of Coding System,,
OBX,6,Units,4,Alternate Identifier,,
OBX,6,Units,5,Alternate Text,,
OBX,6,Units,6,Name of Alternate Coding System,,
OBX,7,References Range,,,,
OBX,8,Abnormal Flags,,,,
OBX,9,Probability,,,,
OBX,10,Nature of Abnormal Test,,,,
OBX,11,Observation Result Status,,,,
OBX,12,Effective Date of Reference Range Values,1,Time,,
OBX,12,Effective Date of Reference Range Values,2,Degree of Precision,,
OBX,13,User Defined Access Checks,,,,
OBX,14,Date/Time of the Observation,1,Time,,
OBX,14,Date/Time of the Observation,2,Degree of Precision,,
OBX,15,Producer's Reference,1,Identifier,,
OBX,15,Producer's Reference,2,Text,,
OBX,15,Producer's Reference,3,Name of Coding System,,
OBX,15,Producer's Reference,4,Alternate Identifier,,
OBX,15,Producer's Reference,5,Alternate Text,,
OBX,15,Producer's Reference,6,Name of Alternate Coding System,,
OBX,16,Responsible Observer,1,ID Number,,
OBX,16,Responsible Observer,2,Family Name,1,Surname
OBX,16,Responsible Observer,2,Family Name,2,Own Surname Prefix
OBX,16,Responsible Observer,2,Family Name,3,Own Surname
OBX,16,Responsible Observer,2,Family Name,4,Surname Prefix From Partner/Spouse
OBX,16,Responsible Observer,2,Family Name,5,Surname From Partner/Spouse
OBX,16,Responsible Observer,3,Given Name,,
OBX,16,Responsible Observer,4,Second and Further Given Names or Initials Thereof,,
OBX,16,Responsible Observer,5,"Suffix (e.g., JR or III)",,
OBX,16,Responsible Observer,6,"Prefix (e.g., DR)",,
OBX,16,Responsible Observer,7,"Degree (e.g., MD)",,
OBX,16,Responsible Observer,8,Source Table,,
OBX,16,Responsible Observer,9,Assigning Authority,1,Namespace ID
OBX,16,Responsible Observer,9,Assigning Authority,2,Universal ID
OBX,16,Responsible Observer,9,Assigning Authority,3,Universal ID Type
OBX,16,Responsible Observer,10,Name Type Code,,
OBX,16,Responsible Observer,11,Identifier Check Digit,,
OBX,16,Responsible Observer,12,Check Digit Scheme,,
OBX,16,Responsible Observer,13,Identifier Type Code,,
OBX,16,Responsible Observer,14,Assigning Facility,1,Namespace ID
OBX,16,Responsible Observer,14,Assigning Facility,2,Universal ID
OBX,16,Responsible Observer,14,Assigning Facility,3,Universal ID Type
OBX,16,Responsible Observer,15,Name Representation Code,,
OBX,16,Responsible Observer,16,Name Context,1,Identifier
OBX,16,Responsible Observer,16,Name Context,2,Text
OBX,16,Responsible Observer,16,Name Context,3,Name of Coding System
OBX,16,Responsible Observer,16,Name Context,4,Alternate Identifier
OBX,16,Responsible Observer,16,Name Context,5,Alternate Text
OBX,16,Responsible Observer,16,Name Context,6,Name of Alternate Coding System
OBX,16,Responsible Observer,17,Name Validity Range,1,Range Start Date/Time: Time
OBX,16,Responsible Observer,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
OBX,16,Responsible Observer,17,Name Validity Range,3,Range End Date/Time: Time
OBX,16,Responsible Observer,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
OBX,16,Responsible Observer,18,Name Assembly Order,,
OBX,16,Responsible Observer,19,Effective Date,1,Time
OBX,16,Responsible Observer,19,Effective Date,2,Degree of Precision
OBX,16,Responsible Observer,20,Expiration Date,1,Time
OBX,16,Responsible Observer,20,Expiration Date,2,Degree of Precision
OBX,16,Responsible Observer,21,Professional Suffix,,
OBX,16,Responsible Observer,22,Assigning Jurisdiction,1,Identifier
OBX,16,Responsible Observer,22,Assigning Jurisdiction,2,Text
OBX,16,Responsible Observer,22,Assigning Jurisdiction,3,Name of Coding System
OBX,16,Responsible Observer,22,Assigning Jurisdiction,4,Alternate Identifier
OBX,16,Responsible Observer,22,Assigning Jurisdiction,5,Alternate Text
OBX,16,Responsible Observer,22,Assigning Jurisdiction,6,Name of Alternate Coding System
OBX,16,Responsible Observer,22,Assigning Jurisdiction,7,Coding System Version ID
OBX,16,Responsible Observer,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
OBX,16,Responsible Observer,22,Assigning Jurisdiction,9,Original Text
OBX,16,Responsible Observer,23,Assigning Agency or Department,1,Identifier
OBX,16,Responsible Observer,23,Assigning Agency or Department,2,Text
OBX,16,Responsible Observer,23,Assigning Agency or Department,3,Name of Coding System
OBX,16,Responsible Observer,23,Assigning Agency or Department,4,Alternate Identifier
OBX,16,Responsible Observer,23,Assigning Agency or Department,5,Alternate Text
OBX,16,Responsible Observer,23,Assigning Agency or Department,6,Name of Alternate Coding System
OBX,16,Responsible Observer,23,Assigning Agency or Department,7,Coding System Version ID
OBX,16,Responsible Observer,23,Assigning Agency or Department,8,Alternate Coding System Version ID
OBX,16,Responsible Observer,23,Assigning Agency or Department,9,Original Text
OBX,17,Observation Method,1,Identifier,,
OBX,17,Observation Method,2,Text,,
OBX,17,Observation Method,3,Name of Coding System,,
OBX,17,Observation Method,4,Alternate Identifier,,
OBX,17,Observation Method,5,Alternate Text,,
OBX,17,Observation Method,6,Name of Alternate Coding System,,
OBX,18,Equipment Instance Identifier,1,Entity Identifier,,
OBX,18,Equipment Instance Identifier,2,Namespace ID,,
OBX,18,Equipment Instance Identifier,3,Universal ID,,
OBX,18,Equipment Instance Identifier,4,Universal ID Type,,
OBX,19,Date/Time of the Analysis,1,Time,,
OBX,19,Date/Time of the Analysis,2,Degree of Precision,,
OBX,20,Reserved for harmonization with V2.6,,,,
OBX,21,Reserved for harmonization with V2.6,,,,
OBX,22,Reserved for harmonization with V2.6,,,,
OBX,23,Performing Organization Name,1,Organization Name,,
OBX,23,Performing Organization Name,2,Organization Name Type Code,,
OBX,23,Performing Organization Name,3,ID Number,,
OBX,23,Performing Organization Name,4,Check Digit,,
OBX,23,Performing Organization Name,5,Check Digit Scheme,,
OBX,23,Performing Organization Name,6,Assigning Authority,1,Namespace ID
OBX,23,Performing Organization Name,6,Assigning Authority,2,Universal ID
OBX,23,Performing Organization Name,6,Assigning Authority,3,Universal ID Type
OBX,23,Performing Organization Name,7,Identifier Type Code,,
OBX,23,Performing Organization Name,8,Assigning Facility,1,Namespace ID
OBX,23,Performing Organization Name,8,Assigning Facility,2,Universal ID
OBX,23,Performing Organization Name,8,Assigning Facility,3,Universal ID Type
OBX,23,Performing Organization Name,9,Name Representation Code,,
OBX,23,Performing Organization Name,10,Organization Identifier,,
OBX,24,Performing Organization Address,1,Street Address,1,Street or Mailing Address
OBX,24,Performing Organization Address,1,Street Address,2,Street Name
OBX,24,Performing Organization Address,1,Street Address,3,Dwelling Number
OBX,24,Performing Organization Address,2,Other Designation,,
OBX,24,Performing Organization Address,3,City,,
OBX,24,Performing Organization Address,4,State or Province,,
OBX,24,Performing Organization Address,5,Zip or Postal Code,,
OBX,24,Performing Organization Address,6,Country Code,,
OBX,24,Performing Organization Address,7,Address Type,,
OBX,24,Performing Organization Address,8,Other Geographic Designation,,
OBX,24,Performing Organization Address,9,County/Parish Code,,
OBX,24,Performing Organization Address,10,Census Tract,,
OBX,24,Performing Organization Address,11,Address Representation Code,,
OBX,24,Performing Organization Address,12,Address Validity Range,1,Range Start Date/Time: Time
OBX,24,Performing Organization Address,12,Address Validity Range,2,Range Start Date/Time: Degree of Precision
OBX,24,Performing Organization Address,12,Address Validity Range,3,Range End Date/Time: Time
OBX,24,Performing Organization Address,12,Address Validity Range,4,Range End Date/Time: Degree of Precision
OBX,24,Performing Organization Address,13,Effective Date,1,Time
OBX,24,Performing Organization Address,13,Effective Date,2,Degree of Precision
OBX,24,Performing Organization Address,14,Expiration Date,1,Time
OBX,24,Performing Organization Address,14,Expiration Date,2,Degree of Precision
OBX,25,Performing Organization Medical Director,1,ID Number,,
OBX,25,Performing Organization Medical Director,2,Family Name,1,Surname
OBX,25,Performing Organization Medical Director,2,Family Name,2,Own Surname Prefix
OBX,25,Performing Organization Medical Director,2,Family Name,3,Own Surname
OBX,25,Performing Organization Medical Director,2,Family Name,4,Surname Prefix From Partner/Spouse
OBX,25,Performing Organization Medical Director,2,Family Name,5,Surname From Partner/Spouse
OBX,25,Performing Organization Medical Director,3,Given Name,,
OBX,25,Performing Organization Medical Director,4,Second and Further Given Names or Initials Thereof,,
OBX,25,Performing Organization Medical Director,5,"Suffix (e.g., JR or III)",,
OBX,25,Performing Organization Medical Director,6,"Prefix (e.g., DR)",,
OBX,25,Performing Organization Medical Director,7,"Degree (e.g., MD)",,
OBX,25,Performing Organization Medical Director,8,Source Table,,
OBX,25,Performing Organization Medical Director,9,Assigning Authority,1,Namespace ID
OBX,25,Performing Organization Medical Director,9,Assigning Authority,2,Universal ID
OBX,25,Performing Organization Medical Director,9,Assigning Authority,3,Universal ID Type
OBX,25,Performing Organization Medical Director,10,Name Type Code,,
OBX,25,Performing Organization Medical Director,11,Identifier Check Digit,,
OBX,25,Performing Organization Medical Director,12,Check Digit Scheme,,
OBX,25,Performing Organization Medical Director,13,Identifier Type Code,,
OBX,25,Performing Organization Medical Director,14,Assigning Facility,1,Namespace ID
OBX,25,Performing Organization Medical Director,14,Assigning Facility,2,Universal ID
OBX,25,Performing Organization Medical Director,14,Assigning Facility,3,Universal ID Type
OBX,25,Performing Organization Medical Director,15,Name Representation Code,,
OBX,25,Performing Organization Medical Director,16,Name Context,1,Identifier
OBX,25,Performing Organization Medical Director,16,Name Context,2,Text
OBX,25,Performing Organization Medical Director,16,Name Context,3,Name of Coding System
OBX,25,Performing Organization Medical Director,16,Name Context,4,Alternate Identifier
OBX,25,Performing Organization Medical Director,16,Name Context,5,Alternate Text
OBX,25,Performing Organization Medical Director,16,Name Context,6,Name of Alternate Coding System
OBX,25,Performing Organization Medical Director,17,Name Validity Range,1,Range Start Date/Time: Time
OBX,25,Performing Organization Medical Director,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
OBX,25,Performing Organization Medical Director,17,Name Validity Range,3,Range End Date/Time: Time
OBX,25,Performing Organization Medical Director,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
OBX,25,Performing Organization Medical Director,18,Name Assembly Order,,
OBX,25,Performing Organization Medical Director,19,Effective Date,1,Time
OBX,25,Performing Organization Medical Director,19,Effective Date,2,Degree of Precision
OBX,25,Performing Organization Medical Director,20,Expiration Date,1,Time
OBX,25,Performing Organization Medical Director,20,Expiration Date,2,Degree of Precision
OBX,25,Performing Organization Medical Director,21,Professional Suffix,,
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,1,Identifier
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,2,Text
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,3,Name of Coding System
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,4,Alternate Identifier
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,5,Alternate Text
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,6,Name of Alternate Coding System
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,7,Coding System Version ID
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
OBX,25,Performing Organization Medical Director,22,Assigning Jurisdiction,9,Original Text
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,1,Identifier
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,2,Text
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,3,Name of Coding System
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,4,Alternate Identifier
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,5,Alternate Text
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,6,Name of Alternate Coding System
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,7,Coding System Version ID
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,8,Alternate Coding System Version ID
OBX,25,Performing Organization Medical Director,23,Assigning Agency or Department,9,Original Text
SPM,1,Set ID - SPM,,,,
SPM,2,Specimen ID,1,Placer Assigned Identifier,1,Entity Identifier
SPM,2,Specimen ID,1,Placer Assigned Identifier,2,Namespace ID
SPM,2,Specimen ID,1,Placer Assigned Identifier,3,Universal ID
SPM,2,Specimen ID,1,Placer Assigned Identifier,4,Universal ID Type
SPM,2,Specimen ID,2,Filler Assigned Identifier,1,Entity Identifier
SPM,2,Specimen ID,2,Filler Assigned Identifier,2,Namespace ID
SPM,2,Specimen ID,2,Filler Assigned Identifier,3,Universal ID
SPM,2,Specimen ID,2,Filler Assigned Identifier,4,Universal ID Type
SPM,3,Specimen Parent IDs,1,Placer Assigned Identifier,1,Entity Identifier
SPM,3,Specimen Parent IDs,1,Placer Assigned Identifier,2,Namespace ID
SPM,3,Specimen Parent IDs,1,Placer Assigned Identifier,3,Universal ID
SPM,3,Specimen Parent IDs,1,Placer Assigned Identifier,4,Universal ID Type
SPM,3,Specimen Parent IDs,2,Filler Assigned Identifier,1,Entity Identifier
SPM,3,Specimen Parent IDs,2,Filler Assigned Identifier,2,Namespace ID
SPM,3,Specimen Parent IDs,2,Filler Assigned Identifier,3,Universal ID
SPM,3,Specimen Parent IDs,2,Filler Assigned Identifier,4,Universal ID Type
SPM,4,Specimen Type,1,Identifier,,
SPM,4,Specimen Type,2,Text,,
SPM,4,Specimen Type,3,Name of Coding System,,
SPM,4,Specimen Type,4,Alternate Identifier,,
SPM,4,Specimen Type,5,Alternate Text,,
SPM,4,Specimen Type,6,Name of Alternate Coding System,,
SPM,4,Specimen Type,7,Coding System Version ID,,
SPM,4,Specimen Type,8,Alternate Coding System Version ID,,
SPM,4,Specimen Type,9,Original Text,,
SPM,5,Specimen Type Modifier,1,Identifier,,
SPM,5,Specimen Type Modifier,2,Text,,
SPM,5,Specimen Type Modifier,3,Name of Coding System,,
SPM,5,Specimen Type Modifier,4,Alternate Identifier,,
SPM,5,Specimen Type Modifier,5,Alternate Text,,
SPM,5,Specimen Type Modifier,6,Name of Alternate Coding System,,
SPM,5,Specimen Type Modifier,7,Coding System Version ID,,
SPM,5,Specimen Type Modifier,8,Alternate Coding System Version ID,,
SPM,5,Specimen Type Modifier,9,Original Text,,
SPM,6,Specimen Additives,1,Identifier,,
SPM,6,Specimen Additives,2,Text,,
SPM,6,Specimen Additives,3,Name of Coding System,,
SPM,6,Specimen Additives,4,Alternate Identifier,,
SPM,6,Specimen Additives,5,Alternate Text,,
SPM,6,Specimen Additives,6,Name of Alternate Coding System,,
SPM,6,Specimen Additives,7,Coding System Version ID,,
SPM,6,Specimen Additives,8,Alternate Coding System Version ID,,
SPM,6,Specimen Additives,9,Original Text,,
SPM,7,Specimen Collection Method,1,Identifier,,
SPM,7,Specimen Collection Method,2,Text,,
SPM,7,Specimen Collection Method,3,Name of Coding System,,
SPM,7,Specimen Collection Method,4,Alternate Identifier,,
SPM,7,Specimen Collection Method,5,Alternate Text,,
SPM,7,Specimen Collection Method,6,Name of Alternate Coding System,,
SPM,7,Specimen Collection Method,7,Coding System Version ID,,
SPM,7,Specimen Collection Method,8,Alternate Coding System Version ID,,
SPM,7,Specimen Collection Method,9,Original Text,,
SPM,8,Specimen Source Site,1,Identifier,,
SPM,8,Specimen Source Site,2,Text,,
SPM,8,Specimen Source Site,3,Name of Coding System,,
SPM,8,Specimen Source Site,4,Alternate Identifier,,
SPM,8,Specimen Source Site,5,Alternate Text,,
SPM,8,Specimen Source Site,6,Name of Alternate Coding System,,
SPM,8,Specimen Source Site,7,Coding System Version ID,,
SPM,8,Specimen Source Site,8,Alternate Coding System Version ID,,
SPM,8,Specimen Source Site,9,Original Text,,
SPM,9,Specimen Source Site Modifier,1,Identifier,,
SPM,9,Specimen Source Site Modifier,2,Text,,
SPM,9,Specimen Source Site Modifier,3,Name of Coding System,,
SPM,9,Specimen Source Site Modifier,4,Alternate Identifier,,
SPM,9,Specimen Source Site Modifier,5,Alternate Text,,
SPM,9,Specimen Source Site Modifier,6,Name of Alternate Coding System,,
SPM,9,Specimen Source Site Modifier,7,Coding System Version ID,,
SPM,9,Specimen Source Site Modifier,8,Alternate Coding System Version ID,,
SPM,9,Specimen Source Site Modifier,9,Original Text,,
SPM,10,Specimen Collection Site,1,Identifier,,
SPM,10,Specimen Collection Site,2,Text,,
SPM,10,Specimen Collection Site,3,Name of Coding System,,
SPM,10,Specimen Collection Site,4,Alternate Identifier,,
SPM,10,Specimen Collection Site,5,Alternate Text,,
SPM,10,Specimen Collection Site,6,Name of Alternate Coding System,,
SPM,10,Specimen Collection Site,7,Coding System Version ID,,
SPM,10,Specimen Collection Site,8,Alternate Coding System Version ID,,
SPM,10,Specimen Collection Site,9,Original Text,,
SPM,11,Specimen Role,1,Identifier,,
SPM,11,Specimen Role,2,Text,,
SPM,11,Specimen Role,3,Name of Coding System,,
SPM,11,Specimen Role,4,Alternate Identifier,,
SPM,11,Specimen Role,5,Alternate Text,,
SPM,11,Specimen Role,6,Name of Alternate Coding System,,
SPM,11,Specimen Role,7,Coding System Version ID,,
SPM,11,Specimen Role,8,Alternate Coding System Version ID,,
SPM,11,Specimen Role,9,Original Text,,
SPM,12,Specimen Collection Amount,1,Quantity,,
SPM,12,Specimen Collection Amount,2,Units,1,Identifier
SPM,12,Specimen Collection Amount,2,Units,2,Text
SPM,12,Specimen Collection Amount,2,Units,3,Name of Coding System
SPM,12,Specimen Collection Amount,2,Units,4,Alternate Identifier
SPM,12,Specimen Collection Amount,2,Units,5,Alternate Text
SPM,12,Specimen Collection Amount,2,Units,6,Name of Alternate Coding System
SPM,13,Grouped Specimen Count,,,,
SPM,14,Specimen Description,,,,
SPM,15,Specimen Handling Code,1,Identifier,,
SPM,15,Specimen Handling Code,2,Text,,
SPM,15,Specimen Handling Code,3,Name of Coding System,,
SPM,15,Specimen Handling Code,4,Alternate Identifier,,
SPM,15,Specimen Handling Code,5,Alternate Text,,
SPM,15,Specimen Handling Code,6,Name of Alternate Coding System,,
SPM,15,Specimen Handling Code,7,Coding System Version ID,,
SPM,15,Specimen Handling Code,8,Alternate Coding System Version ID,,
SPM,15,Specimen Handling Code,9,Original Text,,
SPM,16,Specimen Risk Code,1,Identifier,,
SPM,16,Specimen Risk Code,2,Text,,
SPM,16,Specimen Risk Code,3,Name of Coding System,,
SPM,16,Specimen Risk Code,4,Alternate Identifier,,
SPM,16,Specimen Risk Code,5,Alternate Text,,
SPM,16,Specimen Risk Code,6,Name of Alternate Coding System,,
SPM,16,Specimen Risk Code,7,Coding System Version ID,,
SPM,16,Specimen Risk Code,8,Alternate Coding System Version ID,,
SPM,16,Specimen Risk Code,9,Original Text,,
SPM,17,Specimen Collection Date/Time,1,Range Start Date/Time,1,Time
SPM,17,Specimen Collection Date/Time,1,Range Start Date/Time,2,Degree of Precision
SPM,17,Specimen Collection Date/Time,2,Range End Date/Time,1,Time
SPM,17,Specimen Collection Date/Time,2,Range End Date/Time,2,Degree of Precision
SPM,18,Specimen Received Date/Time,1,Time,,
SPM,18,Specimen Received Date/Time,2,Degree of Precision,,
SPM,19,Specimen Expiration Date/Time,1,Time,,
SPM,19,Specimen Expiration Date/Time,2,Degree of Precision,,
SPM,20,Specimen Availability,,,,
SPM,21,Specimen Reject Reason,1,Identifier,,
SPM,21,Specimen Reject Reason,2,Text,,
SPM,21,Specimen Reject Reason,3,Name of Coding System,,
SPM,21,Specimen Reject Reason,4,Alternate Identifier,,
SPM,21,Specimen Reject Reason,5,Alternate Text,,
SPM,21,Specimen Reject Reason,6,Name of Alternate Coding System,,
SPM,21,Specimen Reject Reason,7,Coding System Version ID,,
SPM,21,Specimen Reject Reason,8,Alternate Coding System Version ID,,
SPM,21,Specimen Reject Reason,9,Original Text,,
SPM,22,Specimen Quality,1,Identifier,,
SPM,22,Specimen Quality,2,Text,,
SPM,22,Specimen Quality,3,Name of Coding System,,
SPM,22,Specimen Quality,4,Alternate Identifier,,
SPM,22,Specimen Quality,5,Alternate Text,,
SPM,22,Specimen Quality,6,Name of Alternate Coding System,,
SPM,22,Specimen Quality,7,Coding System Version ID,,
SPM,22,Specimen Quality,8,Alternate Coding System Version ID,,
SPM,22,Specimen Quality,9,Original Text,,
SPM,23,Specimen Appropriateness,1,Identifier,,
SPM,23,Specimen Appropriateness,2,Text,,
SPM,23,Specimen Appropriateness,3,Name of Coding System,,
SPM,23,Specimen Appropriateness,4,Alternate Identifier,,
SPM,23,Specimen Appropriateness,5,Alternate Text,,
SPM,23,Specimen Appropriateness,6,Name of Alternate Coding System,,
SPM,23,Specimen Appropriateness,7,Coding System Version ID,,
SPM,23,Specimen Appropriateness,8,Alternate Coding System Version ID,,
SPM,23,Specimen Appropriateness,9,Original Text,,
SPM,24,Specimen Condition,1,Identifier,,
SPM,24,Specimen Condition,2,Text,,
SPM,24,Specimen Condition,3,Name of Coding System,,
SPM,24,Specimen Condition,4,Alternate Identifier,,
SPM,24,Specimen Condition,5,Alternate Text,,
SPM,24,Specimen Condition,6,Name of Alternate Coding System,,
SPM,24,Specimen Condition,7,Coding System Version ID,,
SPM,24,Specimen Condition,8,Alternate Coding System Version ID,,
SPM,24,Specimen Condition,9,Original Text,,
SPM,25,Specimen Current Quantity,1,Quantity,,
SPM,25,Specimen Current Quantity,2,Units,1,Identifier
SPM,25,Specimen Current Quantity,2,Units,2,Text
SPM,25,Specimen Current Quantity,2,Units,3,Name of Coding System
SPM,25,Specimen Current Quantity,2,Units,4,Alternate Identifier
SPM,25,Specimen Current Quantity,2,Units,5,Alternate Text
SPM,25,Specimen Current Quantity,2,Units,6,Name of Alternate Coding System
SPM,26,Number of Specimen Containers,,,,
SPM,27,Container Type,1,Identifier,,
SPM,27,Container Type,2,Text,,
SPM,27,Container Type,3,Name of Coding System,,
SPM,27,Container Type,4,Alternate Identifier,,
SPM,27,Container Type,5,Alternate Text,,
SPM,27,Container Type,6,Name of Alternate Coding System,,
SPM,27,Container Type,7,Coding System Version ID,,
SPM,27,Container Type,8,Alternate Coding System Version ID,,
SPM,27,Container Type,9,Original Text,,
SPM,28,Container Condition,1,Identifier,,
SPM,28,Container Condition,2,Text,,
SPM,28,Container Condition,3,Name of Coding System,,
SPM,28,Container Condition,4,Alternate Identifier,,
SPM,28,Container Condition,5,Alternate Text,,
SPM,28,Container Condition,6,Name of Alternate Coding System,,
SPM,28,Container Condition,7,Coding System Version ID,,
SPM,28,Container Condition,8,Alternate Coding System Version ID,,
SPM,28,Container Condition,9,Original Text,,
SPM,29,Specimen Child Role,1,Identifier,,
SPM,29,Specimen Child Role,2,Text,,
SPM,29,Specimen Child Role,3,Name of Coding System,,
SPM,29,Specimen Child Role,4,Alternate Identifier,,
SPM,29,Specimen Child Role,5,Alternate Text,,
SPM,29,Specimen Child Role,6,Name of Alternate Coding System,,
SPM,29,Specimen Child Role,7,Coding System Version ID,,
SPM,29,Specimen Child Role,8,Alternate Coding System Version ID,,
SPM,29,Specimen Child Role,9,Original Text,,
ORC,1,Order Control,,,,
ORC,2,Placer Order Number,1,Entity Identifier,,
ORC,2,Placer Order Number,2,Namespace ID,,
ORC,2,Placer Order Number,3,Universal ID,,
ORC,2,Placer Order Number,4,Universal ID Type,,
ORC,3,Filler Order Number,1,Entity Identifier,,
ORC,3,Filler Order Number,2,Namespace ID,,
ORC,3,Filler Order Number,3,Universal ID,,
ORC,3,Filler Order Number,4,Universal ID Type,,
ORC,4,Placer Group Number,1,Entity Identifier,,
ORC,4,Placer Group Number,2,Namespace ID,,
ORC,4,Placer Group Number,3,Universal ID,,
ORC,4,Placer Group Number,4,Universal ID Type,,
ORC,5,Order Status,,,,
ORC,6,Response Flag,,,,
ORC,7,Quantity/Timing,1,Quantity,1,Quantity
ORC,7,Quantity/Timing,1,Quantity,2,Units: Identifier
ORC,7,Quantity/Timing,1,Quantity,3,Units: Text
ORC,7,Quantity/Timing,1,Quantity,4,Units: Name of Coding System
ORC,7,Quantity/Timing,1,Quantity,5,Units: Alternate Identifier
ORC,7,Quantity/Timing,1,Quantity,6,Units: Alternate Text
ORC,7,Quantity/Timing,1,Quantity,7,Units: Name of Alternate Coding System
ORC,7,Quantity/Timing,2,Interval,1,Repeat Pattern
ORC,7,Quantity/Timing,2,Interval,2,Explicit Time Interval
ORC,7,Quantity/Timing,3,Duration,,
ORC,7,Quantity/Timing,4,Start Date/Time,1,Time
ORC,7,Quantity/Timing,4,Start Date/Time,2,Degree of Precision
ORC,7,Quantity/Timing,5,End Date/Time,1,Time
ORC,7,Quantity/Timing,5,End Date/Time,2,Degree of Precision
ORC,7,Quantity/Timing,6,Priority,,
ORC,7,Quantity/Timing,7,Condition,,
ORC,7,Quantity/Timing,8,Text,,
ORC,7,Quantity/Timing,9,Conjunction,,
ORC,7,Quantity/Timing,10,Order Sequencing,1,Sequence/Results Flag
ORC,7,Quantity/Timing,10,Order Sequencing,2,Placer Order Number: Entity Identifier
ORC,7,Quantity/Timing,10,Order Sequencing,3,Placer Order Number: Namespace ID
ORC,7,Quantity/Timing,10,Order Sequencing,4,Filler Order Number: Entity Identifier
ORC,7,Quantity/Timing,10,Order Sequencing,5,Filler Order Number: Namespace ID
ORC,7,Quantity/Timing,10,Order Sequencing,6,Sequence Condition Value
ORC,7,Quantity/Timing,10,Order Sequencing,7,Maximum Number of Repeats
ORC,7,Quantity/Timing,10,Order Sequencing,8,Placer Order Number: Universal ID
ORC,7,Quantity/Timing,10,Order Sequencing,9,Placer Order Number: Universal ID Type
ORC,7,Quantity/Timing,10,Order Sequencing,10,Filler Order Number: Universal ID
ORC,7,Quantity/Timing,10,Order Sequencing,11,Filler Order Number: Universal ID Type
ORC,7,Quantity/Timing,11,Occurrence Duration,1,Identifier
ORC,7,Quantity/Timing,11,Occurrence Duration,2,Text
ORC,7,Quantity/Timing,11,Occurrence Duration,3,Name of Coding System
ORC,7,Quantity/Timing,11,Occurrence Duration,4,Alternate Identifier
ORC,7,Quantity/Timing,11,Occurrence Duration,5,Alternate Text
ORC,7,Quantity/Timing,11,Occurrence Duration,6,Name of Alternate Coding System
ORC,7,Quantity/Timing,12,Total Occurrences,,
ORC,8,Parent,1,Placer Assigned Identifier,1,Entity Identifier
ORC,8,Parent,1,Placer Assigned Identifier,2,Namespace ID
ORC,8,Parent,1,Placer Assigned Identifier,3,Universal ID
ORC,8,Parent,1,Placer Assigned Identifier,4,Universal ID Type
ORC,8,Parent,2,Filler Assigned Identifier,1,Entity Identifier
ORC,8,Parent,2,Filler Assigned Identifier,2,Namespace ID
ORC,8,Parent,2,Filler Assigned Identifier,3,Universal ID
ORC,8,Parent,2,Filler Assigned Identifier,4,Universal ID Type
ORC,9,Date/Time of Transaction,1,Time,,
ORC,9,Date/Time of Transaction,2,Degree of Precision,,
ORC,10,Entered By,1,ID Number,,
ORC,10,Entered By,2,Family Name,1,Surname
ORC,10,Entered By,2,Family Name,2,Own Surname Prefix
ORC,10,Entered By,2,Family Name,3,Own Surname
ORC,10,Entered By,2,Family Name,4,Surname Prefix From Partner/Spouse
ORC,10,Entered By,2,Family Name,5,Surname From Partner/Spouse
ORC,10,Entered By,3,Given Name,,
ORC,10,Entered By,4,Second and Further Given Names or Initials Thereof,,
ORC,10,Entered By,5,"Suffix (e.g., JR or III)",,
ORC,10,Entered By,6,"Prefix (e.g., DR)",,
ORC,10,Entered By,7,"Degree (e.g., MD)",,
ORC,10,Entered By,8,Source Table,,
ORC,10,Entered By,9,Assigning Authority,1,Namespace ID
ORC,10,Entered By,9,Assigning Authority,2,Universal ID
ORC,10,Entered By,9,Assigning Authority,3,Universal ID Type
ORC,10,Entered By,10,Name Type Code,,
ORC,10,Entered By,11,Identifier Check Digit,,
